ProductType,Colour,Usage,ProductTitle,ImageURL,Rating,Price
Leggings,White,Casual,Doodle Girls Lace Bow White Leggings,http://assets.myntassets.com/v1/images/style/properties/24a1988e621915aa6548ced9b54966a4_images.jpg,3.4,2824
Tops,White,Casual,Gini and Jony Girls Milan White Top,http://assets.myntassets.com/v1/images/style/properties/51c287294ae1c465719654d225db960f_images.jpg,4.7,3748
Tops,White,Casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/aa5db411e82b2cedfa6e956050fa2fbd_images.jpg,4.7,2389
Dresses,Navy Blue,Casual,Doodle Kids Girls Navy Blue Floral Print Dress,http://assets.myntassets.com/v1/images/style/properties/a4be477154c1abe180dd8875e082ad6d_images.jpg,4.9,1092
Tops,Navy Blue,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/3fd1f8b7bd76b7a218de2163c4c334b8_images.jpg,4.5,3342
Tops,Pink,Casual,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/f3b1ecf791b3086923c0d24278503c3d_images.jpg,4.9,4077
Tshirts,Blue,Casual,Ant Kids Girl's Humming Birds Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/c80a974a5e81c439cdbd5d8a59aa8d54_images.jpg,4.4,4034
Leggings,Pink,Casual,Doodle Girls Lace Bow LT.Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/765d05919ac272d74378de084442ec6c_images.jpg,4.0,1458
Capris,Black,Casual,Gini and Jony Kids Girls Black Capris,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Boys-Black-Capris_10487e9be9dbdeeb1e90b88cdca5fd4f_images.jpg,4.3,3626
Capris,Black,Casual,Gini and Jony Girls Elasticated Black Capris,http://assets.myntassets.com/v1/images/style/properties/d6ab04be6195441bf95bc235df5ee871_images.jpg,3.3,4314
Tops,Peach,Casual,Palm Tree Girls Printed Peach Top,http://assets.myntassets.com/v1/images/style/properties/9ee58192d535bd6197575abe2b65ff20_images.jpg,3.9,1440
Skirts,Green,Casual,Ant Kids Girl's Green Kidswear,http://assets.myntassets.com/v1/images/style/properties/f2ec93a92dc6cc6c41e9442f3e1f7d7a_images.jpg,3.6,1343
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/7c905596f925884ae6f666eae99b9a1e_images.jpg,3.9,1771
Dresses,Navy Blue,Casual,United Colors of Benetton Kids Girls Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/56c18f1453cc845163ebcfa815d54059_images.jpg,4.7,1475
Salwar,Green,Ethnic,Fabindia Girls Green Mangalgiri Salwar,http://assets.myntassets.com/v1/images/style/properties/0b2f0aea6f63b8891ab60dcf268827a2_images.jpg,4.4,2199
Skirts,Pink,Casual,Ant Kids Girl's Flower Print Frill Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/6e904a394f7f2168108425278582170f_images.jpg,3.1,3639
Tops,Magenta,Casual,Doodle Kids Girls Magenta Layer Top,http://assets.myntassets.com/v1/images/style/properties/c51813ebc17aa2ac35d9bd13918e984b_images.jpg,4.8,2329
Skirts,Brown,Casual,Ant Kids Girl's Tiger Print Kidswear,http://assets.myntassets.com/v1/images/style/properties/80805a17e37462f7f2e0373044341164_images.jpg,4.2,2383
Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/ca67b9192c78f27f924e325d32bbf50d_images.jpg,3.2,1794
Tshirts,Green,Casual,Allen Solly Kids Girls Polka Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/6e0f4aa5d284afc5ca10cadc725657ae_images.jpg,4.9,3904
Dresses,Lavender,Casual,Doodle Kids Girls Party Frock Lavender Dress,http://assets.myntassets.com/v1/images/style/properties/Doodle-Kids-Girls-Party-Frock-Lavender-Dress_f953dc1c6e0667de6e6143c9bc8e84df_images.jpg,4.8,2634
Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/15bb1c9a2468a7c7685cedd967d70c41_images.jpg,3.9,655
Capris,White,Casual,Gini and Jony Girls Fixed Weast White Capris,http://assets.myntassets.com/v1/images/style/properties/69a8cd00dab8144c1ecdc1c17f1a8181_images.jpg,3.1,667
Salwar,Blue,Ethnic,Fabindia Girls Printed Blue Salwar,http://assets.myntassets.com/v1/images/style/properties/8f1136a979a7fd379124fc408c6288dc_images.jpg,4.3,2036
Trousers,Black,Casual,Allen Solly Kids Girls Twill Black Trousers,http://assets.myntassets.com/v1/images/style/properties/46834572a4f842f6a984ec1a3a86eb9e_images.jpg,3.2,3149
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/654e5e32ad789b464336bcf791ccac40_images.jpg,4.9,4117
Skirts,Blue,Casual,Gini and Jony Girls Washed Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/c90319b0bf114581aa3dc692239a0607_images.jpg,3.3,2506
Tops,Pink,Casual,Gini and Jony Girls Core Pink Top,http://assets.myntassets.com/v1/images/style/properties/d8dd724a0b5d3914d46fa0ff33cd4ebe_images.jpg,3.6,2644
Tops,White,Casual,Disney Kids Girl's White Round Neck Kidswear,http://assets.myntassets.com/v1/images/style/properties/583a974fad1c0648fb398ee36ce4c737_images.jpg,4.1,2784
Shorts,White,Casual,Madagascar3 Girls White Shorts,http://assets.myntassets.com/v1/images/style/properties/3124d5493431f4486a78e225f16e063e_images.jpg,4.8,3493
Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/bd6beca2ecb6c032dd375ef31cdc4878_images.jpg,3.4,2737
Shorts,Pink,Casual,Madagascar3 Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/a24d56c62e864498ae9543debfd44f4e_images.jpg,4.4,2572
Tshirts,Green,Casual,Madagascar3 Infant Girls Light Green  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/fa3f3b499d7acba16da2eb19bfcea79d_images.jpg,3.1,4425
Tshirts,Orange,Casual,Doodle Girls Saturday 24Am Orange Tshirts,http://assets.myntassets.com/v1/images/style/properties/48096c6ccd4ec90cb07b0cdae76d76ec_images.jpg,4.8,870
Shorts,Pink,Casual,Gini Jony Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/7b3da832a680c583a16437cb72998447_images.jpg,3.5,4076
Tops,Blue,Casual,Gini and Jony Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/0ecb4a9a26d5eea43cb8cb536d70f924_images.jpg,4.6,1864
Tops,Green,Casual,United Colors of Benetton Kids Girls Green Printed Top,http://assets.myntassets.com/v1/images/style/properties/b0741bcf511dc6a4d6e5efd9c9e0dbd3_images.jpg,3.7,4253
Tshirts,Orange,Casual,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/c6f8270f8dbed74b6f818d4ad78cddf4_images.jpg,3.1,4414
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/42ce8327e397e04e96d09e9cd367df8a_images.jpg,4.2,946
Booties,White,Casual,Madagascar 3 Infant Girls White Booties,http://assets.myntassets.com/v1/images/style/properties/f8295cda196d978f23f87836a2ed44b4_images.jpg,4.2,4393
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/b6f76356471bc5036529d22847f30b82_images.jpg,3.6,3619
Tops,Pink,Casual,Disney Kids Girl's Check Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/6d58c5c0a0a3a7a57153bf7f91af4e10_images.jpg,3.7,3720
Tshirts,Green,Casual,Madagascar3 Infant Girls Light Green T-Shirt,http://assets.myntassets.com/v1/images/style/properties/8880a4bb94ce0a100fea981b3f1dc876_images.jpg,4.6,883
Tops,Black,Casual,United Colors of Benetton Kids Girls Black Top,http://assets.myntassets.com/v1/images/style/properties/a02e50b2758a452e152466444c8142c7_images.jpg,3.1,3489
Dresses,White,Casual,Disney Kids Girl's White Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/94e188c83a2bb83e8744db8e103808d8_images.jpg,4.6,1281
Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/fcdf72bd05e4bebcbb8ee8c80cdb1f46_images.jpg,4.3,1827
Tops,Green,Casual,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/89bd4dc8836362078f69fe487f9bbdf2_images.jpg,3.8,999
Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/eb803400e8bf3cda9278c172dcb5df4b_images.jpg,4.4,1641
Dresses,Pink,Casual,United Colors of Benetton Kids Girls Pink Printed Dress,http://assets.myntassets.com/v1/images/style/properties/9144d031e862031c402cbf70d5f3493a_images.jpg,3.1,1239
Skirts,Blue,Casual,Gini and Jony Girls Washed Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/88415cd8dc1afc94b06a2316fc0065ee_images.jpg,4.3,1043
Tops,White,Casual,Gini and Jony Girls Knits White Top,http://assets.myntassets.com/v1/images/style/properties/b4eb0635acf3f7225c34eaef205608f6_images.jpg,3.2,3550
Tshirts,Orange,Casual,Chhota Bheem Kids Girls Sea Princess Light Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/477e9704cd34e7ece07773f290eef2f9_images.jpg,4.9,1461
Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/040f4b797717b62190df0488dc7bfef8_images.jpg,4.4,910
Tshirts,Green,Casual,Allen Solly Kids Girls Polka Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/be70aecdbc1daa56103753e0777c9c40_images.jpg,3.6,1721
Salwar,Orange,Ethnic,Fabindia Girls Orange Mangalgiri Salwar,http://assets.myntassets.com/v1/images/style/properties/9a1ad2d93bc7dd5a810d10f9d9b5aaf6_images.jpg,4.4,662
Dresses,Lavender,Casual,Doodle Kids Girls Party Frock Lavender Dress,http://assets.myntassets.com/v1/images/style/properties/188bb0c12181524f925643817ddba79d_images.jpg,4.2,3821
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/a2c6d8bd84ebea6950a692f6190e1c63_images.jpg,3.6,2166
Lehenga_Choli,Blue,Ethnic,Fabindia Girls Printed Blue Lehenga_Choli,http://assets.myntassets.com/v1/images/style/properties/6d7c154f64e508acf28fd45812fdb1c5_images.jpg,3.6,2780
Tops,Peach,Casual,Gini and Jony Girls Printed Peach Top,http://assets.myntassets.com/v1/images/style/properties/a7e6fca57d133337f6e76e3b5e74fd20_images.jpg,4.6,4469
Tops,Pink,Casual,Gini and Jony Girls Pretty Pink Top,http://assets.myntassets.com/v1/images/style/properties/33fcff5e472a1f64c56088da1e15030a_images.jpg,5.0,1222
Tops,Magenta,Casual,Doodle Kids Girls Layer Magenta Top,http://assets.myntassets.com/v1/images/style/properties/125d4e288484ab5eb9b3576d10c4f90b_images.jpg,4.5,1917
Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/c0ea2379502c709bab7583a9e0d93c77_images.jpg,4.3,3414
Tshirts,White,Casual,United Colors of Benetton Kids Girls White T-shirt,http://assets.myntassets.com/v1/images/style/properties/788904686845d131b3080703b7ed833f_images.jpg,4.5,1462
Leggings,Pink,Casual,Gini Jony Girls Pink Leggings,http://assets.myntassets.com/v1/images/style/properties/c70d9413e494e192242c534345a6fcf8_images.jpg,4.7,4006
Tops,Green,Casual,Gini and Jony Girls Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/73a5142004af33e2e57bc6dfd086be88_images.jpg,3.9,3697
Dresses,Blue,Casual,Disney Kids Girl's Blue Pooh Blouse Kidswear,http://assets.myntassets.com/v1/images/style/properties/7ad1a1f284cd3f20793137fb1d3f1adc_images.jpg,3.4,2032
Dresses,Blue,Casual,Doodle Girls Printed Blue Dress,http://assets.myntassets.com/v1/images/style/properties/1aea73f3c304e3040415b062fb05045e_images.jpg,3.2,3361
Tops,Red,Casual,United Colors of Benetton Kids Girls Red Top,http://assets.myntassets.com/v1/images/style/properties/72c95798d2f69b2779ad3425d8f90cab_images.jpg,4.1,1118
Dresses,Pink,Casual,Doodle Girls Printed Pink Dress,http://assets.myntassets.com/v1/images/style/properties/000174f2f726e70f43d452d37d63be73_images.jpg,4.0,2599
Tops,Pink,Casual,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/fc76d54df4b8669a6b7ebd8cdd422e7a_images.jpg,3.9,1371
Shirts,Blue,Casual,Disney Kids Girl's Blue Check Kidswear Shirt,http://assets.myntassets.com/v1/images/style/properties/9b347b32ebb06258003a14103ac0b699_images.jpg,3.3,3910
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/e9ff9faeeaa1525cf4f2bc477f389862_images.jpg,3.3,4155
Booties,Green,Casual,Madagascar 3 Infant Girls Light Green Booties,http://assets.myntassets.com/v1/images/style/properties/892734f1ce7baef6ffced2edf9763489_images.jpg,3.7,2356
Tops,White,Casual,United Colors of Benetton Kids Girls White Top,http://assets.myntassets.com/v1/images/style/properties/cc0e4445c913e9035687d41b8f4d39a3_images.jpg,4.1,4284
Capris,White,Casual,Gini and Jony Girls White Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/6d68a19ae5708b220e246c777c9dd890_images.jpg,4.5,4373
Tops,Pink,Casual,Gini and Jony Girls Printed Pink Top,http://assets.myntassets.com/v1/images/style/properties/85fc195f1469f2d70d3f889e24f443f0_images.jpg,3.3,2753
Shorts,Green,Casual,Madagascar3 Girls Green Shorts,http://assets.myntassets.com/v1/images/style/properties/d51cfcda64ad50e35d55be5de01b7836_images.jpg,4.7,567
Shorts,Magenta,Casual,Gini and Jony Girls Core Magenta Shorts,http://assets.myntassets.com/v1/images/style/properties/75d12afdb462482c33821215208e6bc6_images.jpg,3.3,2240
Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/514f407e564a4ed1e6b8e4b7629e950f_images.jpg,3.9,3645
Tops,Yellow,Casual,Chhota Bheem Kids Girls Lets Catch Them Yellow Top,http://assets.myntassets.com/v1/images/style/properties/fa10019b09df17da1f1abf127564d4a4_images.jpg,3.7,3409
Tops,Off White,Casual,Mr. Men Little Miss Girls Off White Top,http://assets.myntassets.com/v1/images/style/properties/864e3956926fcc6b2cdba1efdd560ae6_images.jpg,3.7,4102
Tops,Blue,Casual,Gini and Jony Girls Summer Up Blue Top,http://assets.myntassets.com/v1/images/style/properties/8052d65cd17bd197d8dcaba23f6337de_images.jpg,4.3,1371
Rompers,Pink,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,http://assets.myntassets.com/v1/images/style/properties/90b51413b2ba03c732d1c0b046b29c7d_images.jpg,4.8,3766
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/9379337bd2128b08d61013ce51ff6758_images.jpg,3.9,837
Dresses,Pink,Casual,Disney Kids Girl's Halter Neck Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/fc6d2b58d0eeb683f893d94381128dba_images.jpg,4.0,1129
Skirts,Blue,Casual,Disney Kids Girl's Denim Minnie Dark Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/614c9a59da5280c623d964f4457516f0_images.jpg,4.0,737
Tshirts,Pink,Casual,Madagascar3 Infant Girls Pink  T-Shirt,http://assets.myntassets.com/v1/images/style/properties/71ad4f3dab039bf26ca14412ead946b5_images.jpg,3.4,3722
Dresses,Pink,Casual,Gini and Jony Girls Summer Paradise Pink Dress,http://assets.myntassets.com/v1/images/style/properties/7202f940405db7155818d7aba16aedb1_images.jpg,4.8,1848
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/b33f443f510c4e83437e2c9f9cdb17ce_images.jpg,4.5,1619
Capris,Purple,Casual,Gini and Jony Girls Purple Capris,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Kids-Girls-Solid-Purple-Capris_c0539493326d8119a49b6eb5f2b0307f_images.jpg,4.8,2876
Tops,Red,Casual,Disney Kids Girl's Minnie Red Stripped Kidswear,http://assets.myntassets.com/v1/images/style/properties/9366437c28adc7c0eaaa749d6bd36c30_images.jpg,4.2,901
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/fda6080ccd07d1cbcf8501f6576caeb7_images.jpg,3.8,1047
Tshirts,Pink,Casual,Disney Kids Girl's Pink Pooh And Tree Kidswear,http://assets.myntassets.com/v1/images/style/properties/c3cf4a7860dd269dbe9886c25d467dbd_images.jpg,3.9,2901
Innerwear Vests,Pink,Casual,Madagascar Girls Pink Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/ecf9017ab6d971ea0abcdbdd92bd8b8d_images.jpg,3.6,2921
Shorts,Pink,Casual,United Colors of Benetton Kids Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/df1bd75393a273217360a8030f54a32d_images.jpg,3.2,1685
Capris,Blue,Casual,Gini and Jony Girls Blue Pedal Pusher,http://assets.myntassets.com/v1/images/style/properties/23d7b8ecb92db6ab6b46408fbfb42020_images.jpg,4.1,2603
Skirts,Blue,Casual,Gini and Jony Girls Woven Blue Skirt,http://assets.myntassets.com/v1/images/style/properties/319f0bb2a323a23d1c575e34cf38ff4e_images.jpg,3.2,2858
Tshirts,Pink,Casual,Disney Kids Girl's Pink Daisy and Squirrel Kidswear,http://assets.myntassets.com/v1/images/style/properties/a85baa1bed5c1a6143343a649ddc2e44_images.jpg,4.1,784
Booties,Green,Casual,Madagascar 3 Infant Girls Light Green Booties,http://assets.myntassets.com/v1/images/style/properties/90f67c9997d5d20e143c16db6fda2a25_images.jpg,3.7,3925
Shorts,Green,Casual,Madagascar 3 Girls Light Green Shorts,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Green-Shorts_45fe10f444424902577bfd76c4d8f344_images.jpg,4.8,1113
Shorts,Navy Blue,Casual,Gini and Jony Girls Woven Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/8b01cdf6da60ef9686ea6fcb2063a3cc_images.jpg,4.1,4280
Tshirts,Pink,Casual,Disney Kids Girl's Pink Minnie Sunshine Kidswear,http://assets.myntassets.com/v1/images/style/properties/5d55a09f1639d9ba95b5bc40b41f52f1_images.jpg,3.7,690
Tops,Red,Casual,Disney Kids Girl's Red Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/c0b9b2be40cb0b5a14ec4ee6cee24db4_images.jpg,3.7,2562
Tops,Blue,Casual,Doodle Girls Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/768bee8b8ea7a4f8ff715318871ac81c_images.jpg,3.2,1577
Tshirts,Pink,Casual,Doodle Girl's Crazy And Funny Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/093180fee50206fc8bb3814eef3db6c1_images.jpg,3.4,3969
Shorts,Beige,Casual,ANT Kids Girls Solid Beige Short,http://assets.myntassets.com/v1/images/style/properties/e92494e2062b248942fa0a86af93a299_images.jpg,3.8,1217
Jeans,Blue,Casual,Gini and Jony Girls Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Girls-Blue-Jeans_db31111d6e675c730fe27a1ccbeeb0bd_images.jpg,3.2,755
Tops,White,Casual,Gini and Jony Girls White Top,http://assets.myntassets.com/v1/images/style/properties/fa39570f4658f77718462592c11060ab_images.jpg,3.2,3971
Dresses,White,Casual,ANT Kids Girls Printed White Dress,http://assets.myntassets.com/v1/images/style/properties/34cd2d213e286954a2bdeac8102b70b5_images.jpg,4.8,2865
Tops,White,Casual,Gini and Jony Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/9aa40452b02073326839a45d97d6f987_images.jpg,4.3,3311
Tshirts,Blue,Casual,Doodle Girl's Crazy Funny Blue Kidswear,http://assets.myntassets.com/v1/images/style/properties/7fc66085d8d8862d0cd02a666315a574_images.jpg,4.1,1355
Dresses,Pink,Casual,Doodle Kids Girls Party Frock Pink Dress,http://assets.myntassets.com/v1/images/style/properties/342ab2d111864ac2fd561b5bdd5d6858_images.jpg,3.1,529
Tops,White,Casual,Hannah Montana Girls White Top,http://assets.myntassets.com/v1/images/style/properties/8e559f945895ee577d4b20626608911a_images.jpg,3.7,2930
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/b0d1e113330843fc949c25eebefcf706_images.jpg,4.0,2499
Tops,White,Casual,Disney Kids Girl's White Minnie & Red Kidswear,http://assets.myntassets.com/v1/images/style/properties/0be8612dfaa3de7c23a41edc5ab14383_images.jpg,4.2,1586
Capris,Yellow,Casual,Allen Solly Kids Girls Poplin Yellow Capris,http://assets.myntassets.com/v1/images/style/properties/5ad8c26a4172a70ecd7d8f9c6c741ce6_images.jpg,3.1,1616
Tshirts,Blue,Casual,Disney Kids Girl's Blue Disney Jeans Kidswear,http://assets.myntassets.com/v1/images/style/properties/225ee5c6f582f76035a26af2b61674db_images.jpg,4.2,4008
Tops,Pink,Casual,Mr. Men Little Miss Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/39b0a8e220b38233a4dae8bdb6cf956b_images.jpg,3.4,926
Dresses,Magenta,Casual,Doodle Kids Girls Party Frock Purple Dress,http://assets.myntassets.com/v1/images/style/properties/dc72e560cf532568e4aaa00f869b92dd_images.jpg,4.0,2512
Tshirts,Red,Casual,Allen Solly Kids Girls Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/1d870ccd90b83e5dff356c420e50c570_images.jpg,3.5,3748
Shorts,Pink,Casual,Madagascar 3 Girls Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/Madagascar-3-Girls-Pink-Shorts_de66d9c0ab194d23771cbf16d2c6d222_images.jpg,3.7,3861
Booties,Pink,Casual,Madagascar 3 Infants Girls Pink Booties,http://assets.myntassets.com/v1/images/style/properties/9dd9e63358d4fd81960b93a58e1c4017_images.jpg,3.6,1802
Tops,Pink,Casual,Doodle Girls Printed Orange Top,http://assets.myntassets.com/v1/images/style/properties/94649819bf694a0cd635a54b98fce16b_images.jpg,3.8,3132
Dresses,Blue,Casual,Doodle Girls Blue Washed Dress,http://assets.myntassets.com/v1/images/style/properties/d57770bf96700837054e5603695a3a39_images.jpg,3.2,893
Shorts,Blue,Casual,Gini and Jony Girls Woven Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/b1f5b8ae9f07cd08cae46c0b470cc6b7_images.jpg,3.3,3570
Tshirts,Red,Casual,Disney Kids Girl's Red Pretty as a Flower Kidswear,http://assets.myntassets.com/v1/images/style/properties/e4143e0dfda879afe259265dee86337e_images.jpg,4.4,3712
Tops,Green,Casual,Gini And Jony Girls Striped Green Top,http://assets.myntassets.com/v1/images/style/properties/49266dcf0cb4b975fa26fcc6a4d8a6df_images.jpg,3.4,4164
Dresses,Blue,Casual,Gini and Jony Girls Digital Blue Dress,http://assets.myntassets.com/v1/images/style/properties/dcd3a570d62f3c6ba564fa1586829694_images.jpg,4.6,2359
Tshirts,White,Casual,Disney Kids Girl's Pooh And Tree White Kidswear,http://assets.myntassets.com/v1/images/style/properties/17ce88fee66bfa32478dfae59bffb8fe_images.jpg,4.5,4353
Innerwear Vests,Green,Casual,Madagascar3 Girls Green Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/3ed9ef6086443198a259ff3a80ecc88c_images.jpg,4.8,1580
Skirts,Navy Blue,Casual,Gini and Jony Girls Navy Blue Skirts,http://assets.myntassets.com/v1/images/style/properties/e3ba23f70405f79668f7d906fddb067f_images.jpg,3.1,3675
Tshirts,Pink,Casual,Disney Kids Girl's Pink Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/d5497eacb345a8838c4b2d13c6b4b131_images.jpg,4.0,3220
Shorts,Navy Blue,Casual,United Colors of Benetton Kids Girls Navy Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/b1a94a17b2b13411e7d752a48002c041_images.jpg,3.8,3981
Tops,Pink,Casual,Doodle Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/2566281efc1afdccb0ed4a8f040dd819_images.jpg,3.3,1107
Tops,White,Casual,Doodle Girls Printed White Top,http://assets.myntassets.com/v1/images/style/properties/ca727b75ad5d9b10cae5a2423f0cc69b_images.jpg,3.0,2891
Tops,Red,Casual,Doodle Girls Red Printed Top,http://assets.myntassets.com/v1/images/style/properties/c792532e910454e282139310520e0610_images.jpg,3.6,2142
Tops,Blue,Casual,Disney Kids Girls  Kidswear,http://assets.myntassets.com/v1/images/style/properties/37019d0cb2a42dd7263ab83ba79715f4_images.jpg,4.7,4104
Tops,Pink,Casual,Disney Kids Girl's Pink & White Pooh Kidswear,http://assets.myntassets.com/v1/images/style/properties/e4046eccc99913a2947a3af9a3dc19c5_images.jpg,4.2,3537
Dresses,White,Casual,Disney Kids Girl's White Daisy Kidswear,http://assets.myntassets.com/v1/images/style/properties/c5cf3357d4dcd6b2cf1f9d45f8e2ce5f_images.jpg,3.4,1806
Tshirts,White,Casual,Disney Kids Girl's Pooh And Hearts White Kidswear,http://assets.myntassets.com/v1/images/style/properties/c8bf2e78e345a6a544f377bea7d6cc59_images.jpg,4.5,3220
Tshirts,Yellow,Casual,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/8f0f630e0959eb754af3a8819343b90e_images.jpg,3.5,2216
Tops,Yellow,Casual,Mr. Men Little Miss Girls Yellow Top,http://assets.myntassets.com/v1/images/style/properties/e73fac346743a1acea3e12305851bc5a_images.jpg,4.1,4146
Dresses,Magenta,Casual,Doodle Kids Girls Party Frock Purple Dress,http://assets.myntassets.com/v1/images/style/properties/6fd9739f9f81508a9c1715c6115732e8_images.jpg,4.1,923
Tops,Orange,Casual,Disney Kids Girl's Orange Stripe Kidswear,http://assets.myntassets.com/v1/images/style/properties/12afa5e0e04ef4496a279fb9bc3e5803_images.jpg,4.0,1783
Tops,Magenta,Casual,Gini and Jony Girls Pink Top,http://assets.myntassets.com/v1/images/style/properties/65ac0645f262a17887d48b572101d521_images.jpg,4.0,2541
Tops,Yellow,Casual,Hannah Montana Girls Yellow Printed Tops,http://assets.myntassets.com/v1/images/style/properties/93ad7490fe20a6a5d4d7281cdce56709_images.jpg,3.9,4007
Tshirts,Yellow,Casual,Disney Kids Girl's Yellow Fun In The Fair Kidswear,http://assets.myntassets.com/v1/images/style/properties/3458de8c3de523b83e802072d4c7be75_images.jpg,4.5,4272
Tops,Yellow,Casual,Doodle Girls Printed Yellow Top,http://assets.myntassets.com/v1/images/style/properties/f94d86d19cf73000631c87f51ebf4ff3_images.jpg,3.2,898
Tops,Blue,Casual,Gini and Jony Girls Blue Top,http://assets.myntassets.com/v1/images/style/properties/b2c281344b9a34f7e709022b0495f06b_images.jpg,3.6,2900
Skirts,Black,Casual,ANT Kids Girls Printed Black Skirt,http://assets.myntassets.com/v1/images/style/properties/67808521d25ccb25b0378cf3329c37bc_images.jpg,3.7,1083
Dresses,Pink,Casual,Doodle Kids Girls Party Frock Pink Dress,http://assets.myntassets.com/v1/images/style/properties/bcd2ae1025bc8ef982251048026b6f8c_images.jpg,4.1,4452
Dresses,Navy Blue,Casual,Doodle Girls Navy Blue Dress,http://assets.myntassets.com/v1/images/style/properties/00ed19aed90b0d89a7ca455fd3ee1ddc_images.jpg,4.3,2134
Tshirts,Blue,Casual,Doodle Girl's Crazy Funny Blue Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/13183fbc6e5e55b520a55c466db07056_images.jpg,4.2,980
